scene_name,gt_instance_id,gt_class,gt_point_count,baseline_best_iou,original_best_purity,original_pure_point_fraction,original_has_pure_segment,ibsp_best_purity,ibsp_pure_point_fraction,ibsp_has_pure_segment,pure_ibsp_segment_count,has_pure_reliable_ibsp,has_pure_sampled_ibsp,sam2_best_iou
scene0207_01,1164020,bathroom vanity,2040,0.6486850977747809,1.0,1.0,True,1.0,0.8480392156862745,True,7,False,False,0.00012504689258471927
scene0217_00,2043,chair,2127,1.0,1.0,1.0,True,1.0,0.9675599435825106,True,21,False,False,0.0
scene0217_00,2044,chair,2115,0.983451536643026,1.0,1.0,True,1.0,0.9943262411347518,True,22,True,False,0.0
scene0217_00,5050,door,3509,0.9796203238414294,1.0,1.0,True,1.0,0.9968652037617555,True,8,False,False,0.0
scene0217_00,8040,shelf,6242,0.8174061433447098,1.0,1.0,True,1.0,0.8998718359500161,True,29,False,False,0.0
scene0217_00,8041,shelf,3922,1.0,1.0,1.0,True,1.0,0.9943906170321265,True,29,True,True,0.7858961303462322
scene0217_00,9036,desk,4961,0.6475965327029157,1.0,1.0,True,1.0,0.9816569240072566,True,15,False,False,0.0
scene0217_00,9037,desk,3201,0.8844984802431611,1.0,1.0,True,1.0,0.9878163074039362,True,14,True,True,0.8247391952309985
scene0217_00,11038,bed,8696,0.9343439851674119,1.0,1.0,True,1.0,0.7425252989880404,True,25,False,False,0.0
scene0217_00,11039,bed,8421,0.6873960758230795,1.0,1.0,True,1.0,0.9798123738273364,True,32,True,True,0.3327205882352941
scene0217_00,16051,window,1587,0.9634530560806553,1.0,1.0,True,1.0,0.9458097038437303,True,11,True,True,0.3541927409261577
scene0217_00,16052,window,1261,0.9413164155432197,1.0,1.0,True,1.0,0.8699444885011896,True,11,True,True,0.6651090342679128
scene0217_00,36053,dresser,2268,0.9592099613568055,1.0,1.0,True,1.0,0.13624338624338625,True,6,False,False,0.0
scene0217_00,36054,dresser,1831,0.8995084653194976,1.0,1.0,True,1.0,0.997815401419989,True,9,True,False,0.0
scene0217_00,48049,backpack,846,1.0,1.0,1.0,True,1.0,0.9858156028368794,True,2,False,False,0.0
scene0217_00,56033,trash can,1343,1.0,1.0,1.0,True,1.0,0.8168279970215935,True,9,True,False,0.0
scene0217_00,56034,trash can,1243,0.9795114263199369,1.0,1.0,True,1.0,0.9742558326629123,True,8,True,False,0.002315886984715146
scene0217_00,96055,radiator,1034,1.0,1.0,1.0,True,1.0,0.965183752417795,True,6,True,False,0.0028429282160625444
scene0217_00,96058,radiator,960,1.0,1.0,1.0,True,1.0,0.975,True,3,True,True,0.9391752577319588
